,full_name,team,position,height,inches,weight,birth_date,age,years_exp,college,number,nflfastr_name
2234,Sailosi Latu,ATL,DT,"6'3""",75,334,1993-12-26,26.0,0.0,San Jose State,79,S.Latu
2235,Saivion Smith,DAL,CB,"6'1""",73,199,1997-11-05,22.0,1.0,Alabama,32,S.Smith
2236,Salvon Ahmed,SF,RB,"5'11""",71,197,1998-12-29,21.0,0.0,Washington,35,S.Ahmed
2237,Sam Beal,NYG,CB,"6'1""",73,177,1996-08-30,23.0,2.0,Western Michigan,23,S.Beal
2238,Sam Darnold,NYJ,QB,"6'3""",75,225,1997-06-05,23.0,2.0,USC,14,S.Darnold
2239,Sam Eguavoen,MIA,OLB,"6'0""",72,236,1993-02-22,27.0,1.0,Texas Tech,49,S.Eguavoen
2240,Sam Ficken,NYJ,K,"6'1""",73,192,1992-12-14,27.0,4.0,Penn State,9,S.Ficken
2241,Sam Franklin Jr.,CAR,LB,"6'3""",75,210,1996-02-02,24.0,0.0,Temple,42,S.FranklinJr.
2242,Sam Hubbard,CIN,DE,"6'5""",77,265,1995-06-29,25.0,2.0,Ohio State,94,S.Hubbard
2243,Sam Jones,ARI,G,"6'5""",77,290,1996-02-21,24.0,2.0,Arizona State,70,S.Jones
2244,Sam Koch,BAL,P,"6'1""",73,222,1982-08-13,38.0,14.0,Nebraska,4,S.Koch
2245,Sam Martin,DEN,P,"6'1""",73,205,1990-02-27,30.0,7.0,Appalachian State,6,S.Martin
2246,Sam Mustipher,CHI,C,"6'2""",74,311,1996-08-13,24.0,1.0,Notre Dame,67,S.Mustipher
2247,Sam Sloman,LA,K,"5'8""",68,205,1997-09-19,22.0,0.0,Miami (OH),1,S.Sloman
2248,Sam Tecklenburg,CAR,OL,"6'4""",76,310,1997-01-31,23.0,0.0,Baylor,71,S.Tecklenburg
2249,Sam Tevi,LAC,OT,"6'5""",77,315,1994-11-15,25.0,3.0,Utah,69,S.Tevi
2250,Sam Young,LV,OT,"6'8""",80,302,1987-06-24,33.0,10.0,Notre Dame,70,S.Young
2251,Samaje Perine,CIN,RB,"5'11""",71,240,1995-09-16,24.0,3.0,Oklahoma,34,S.Perine
2252,Sammy Watkins,KC,WR,"6'1""",73,211,1993-06-14,27.0,6.0,Clemson,14,S.Watkins
2253,Samson Ebukam,LA,OLB,"6'3""",75,245,1995-05-09,25.0,3.0,Eastern Washington,50,S.Ebukam
2254,Sandro Platzgummer,NYG,RB,"6'0""",72,198,1997-03-10,23.0,0.0,None,34,S.Platzgummer
2255,Saquan Hampton,NO,FS,"6'1""",73,206,1995-12-12,24.0,1.0,Rutgers,33,S.Hampton
2256,Saquon Barkley,NYG,RB,"5'11""",71,233,1997-02-09,23.0,2.0,Penn State,26,S.Barkley
2257,Scott Quessenberry,LAC,C,"6'3""",75,310,1995-03-23,25.0,2.0,UCLA,61,S.Quessenberry
2258,Scottie Phillips,HOU,RB,"5'8""",68,213,1997-10-06,22.0,0.0,Mississippi,40,S.Phillips
2259,Scotty Miller,TB,WR,"5'11""",71,174,1997-07-31,23.0,1.0,Bowling Green,10,S.Miller
2260,Scotty Washington,CIN,WR,"6'5""",77,225,1997-07-26,23.0,0.0,Wake Forest,14,S.Washington
2261,Sean Chandler,NYG,SS,"5'10""",70,205,1996-04-27,24.0,2.0,Temple,36,S.Chandler
2262,Sean Davis,WAS,FS,"6'1""",73,202,1993-10-23,26.0,4.0,Maryland,36,S.Davis
2263,Sean Harlow,ATL,G,"6'4""",76,284,1995-03-28,25.0,3.0,Oregon State,64,S.Harlow
2264,Sean Lee,DAL,OLB,"6'2""",74,245,1986-07-22,34.0,10.0,Penn State,50,S.Lee
2265,Sean Mannion,MIN,QB,"6'6""",78,230,1992-04-25,28.0,5.0,Oregon State,4,S.Mannion
2266,Sean McKeon,DAL,TE,"6'5""",77,248,1997-12-28,22.0,0.0,Michigan,84,S.McKeon
2267,Sean Murphy-Bunting,TB,CB,"6'0""",72,195,1997-06-19,23.0,1.0,Central Michigan,23,S.Murphy-Bunting
2268,Sean Pollard,BAL,C,"6'5""",77,322,1998-03-27,22.0,0.0,Clemson,69,S.Pollard
2269,Sean Welsh,WAS,G,"6'3""",75,306,1994-10-13,24.0,1.0,None,55,S.Welsh
2270,Sebastian Joseph-Day,LA,NT,"6'4""",76,310,1995-03-21,25.0,2.0,Rutgers,69,S.Joseph-Day
2271,Senio Kelemete,HOU,G,"6'3""",75,301,1990-05-10,30.0,8.0,Washington,64,S.Kelemete
2272,Senorise Perry,TEN,RB,"6'0""",72,210,1991-09-19,28.0,6.0,Louisville,20,S.Perry
2273,Seth Dawkins,SEA,WR,"6'3""",75,218,1998-08-16,22.0,0.0,Louisville,13,S.Dawkins
2274,Seth Roberts,CAR,WR,"6'2""",74,195,1991-02-22,29.0,6.0,West Alabama,15,S.Roberts
2275,Sewo Olonilua,DAL,RB,"6'2""",74,238,1997-11-27,22.0,0.0,TCU,45,S.Olonilua
2276,Shamar Stephen,MIN,DT,"6'5""",77,309,1991-02-25,29.0,6.0,Connecticut,93,S.Stephen
2277,Shane Lemieux,NYG,G,"6'4""",76,316,1997-05-12,23.0,0.0,Oregon,66,S.Lemieux
2278,Shaneil Jenkins,NYJ,DE,"6'3""",75,271,1994-02-07,25.0,1.0,Shepherd,67,S.Jenkins
2279,Shaq Calhoun,MIA,G,"6'3""",75,310,1996-02-20,24.0,1.0,Mississippi State,62,S.Calhoun
2280,Shaq Lawson,MIA,DE,"6'3""",75,267,1994-06-17,26.0,4.0,Clemson,90,S.Lawson
2281,Shaq Mason,NE,G,"6'2""",74,310,1993-08-28,26.0,5.0,Georgia Tech,69,S.Mason
2282,Shaq Quarterman,JAX,LB,"6'1""",73,238,1997-10-28,22.0,0.0,Miami (FL),50,S.Quarterman
2283,Shaq Thompson,CAR,ILB,"6'0""",72,230,1994-04-21,26.0,5.0,Washington,54,S.Thompson
2284,Shaquem Griffin,SEA,OLB,"6'0""",72,227,1995-07-20,25.0,2.0,Central Florida,49,S.Griffin
2285,Shaquil Barrett,TB,OLB,"6'2""",74,250,1992-11-17,27.0,6.0,Colorado State,58,S.Barrett
2286,Shaquill Griffin,SEA,CB,"6'0""",72,198,1995-07-20,25.0,3.0,Central Florida,26,S.Griffin
2287,Shareef Miller,PHI,DE,"6'4""",76,254,1997-03-14,23.0,1.0,Penn State,51,S.Miller
2288,Sharrod Neasman,ATL,FS,"6'0""",72,198,1991-10-14,28.0,4.0,Florida Atlantic,41,S.Neasman
2289,Shaun Bradley,PHI,LB,"6'1""",73,235,1997-04-08,23.0,0.0,Temple,54,S.Bradley
2290,Shaun Dion Hamilton,WAS,ILB,"6'0""",72,235,1995-09-11,24.0,2.0,Alabama,51,S.DionHamilton
2291,Shawn Poindexter,SF,WR,"6'5""",77,218,1995-12-13,24.0,1.0,Arizona,1,S.Poindexter
2292,Shawn Williams,CIN,SS,"6'0""",72,212,1991-05-13,29.0,7.0,Georgia,36,S.Williams
2293,Shelby Harris,DEN,NT,"6'2""",74,290,1991-08-11,29.0,6.0,Illinois State,96,S.Harris
2294,Sheldon Day,IND,DT,"6'1""",73,285,1994-07-01,26.0,4.0,Notre Dame,91,S.Day
2295,Sheldon Rankins,NO,DT,"6'2""",74,305,1994-04-02,26.0,4.0,Louisville,98,S.Rankins
2296,Sheldon Richardson,CLE,DT,"6'3""",75,294,1990-11-29,29.0,7.0,Missouri,98,S.Richardson
2297,Sheldrick Redwine,CLE,FS,"6'0""",72,196,1996-11-06,23.0,1.0,Miami (FL),29,S.Redwine
2298,Sherrick McManis,CHI,DB,"5'11""",71,203,1987-12-19,32.0,10.0,Northwestern,27,S.McManis
2299,Shilique Calhoun,NE,LB,"6'4""",76,260,1992-03-20,28.0,4.0,Michigan State,90,S.Calhoun
2300,Shon Coleman,SF,OT,"6'5""",77,310,1991-11-25,28.0,4.0,Auburn,78,S.Coleman
2301,Shy Tuttle,NO,NT,"6'3""",75,300,1995-10-20,24.0,1.0,Tennessee,99,S.Tuttle
2302,Shyheim Carter,NYJ,DB,"5'11""",71,192,1997-12-15,22.0,0.0,Alabama,45,S.Carter
2303,Sidney Jones,PHI,CB,"6'0""",72,181,1996-05-21,24.0,3.0,Washington,22,S.Jones
2304,Simeon Thomas,WAS,CB,"6'3""",75,197,1993-09-22,26.0,2.0,Louisiana-Lafayette,38,S.Thomas
2305,Simon Stepaniak,GB,OL,"6'4""",76,319,1997-05-15,23.0,0.0,Indiana,72,S.Stepaniak
2306,Sione Takitaki,CLE,ILB,"6'1""",73,238,1995-06-08,25.0,1.0,Brigham Young,44,S.Takitaki
2307,Siran Neal,BUF,CB,"6'0""",72,206,1994-08-04,26.0,2.0,Jacksonville State,33,S.Neal
2308,Skyler Howard,SEA,QB,"5'11""",71,209,1994-11-06,23.0,1.0,West Virginia,0,S.Howard
2309,Solomon Ajayi,CLE,LB,"6'0""",72,222,1997-07-16,23.0,0.0,Liberty,58,S.Ajayi
2310,Solomon Kindley,MIA,G,"6'4""",76,339,1997-07-31,23.0,0.0,Georgia,66,S.Kindley
2311,Solomon Thomas,SF,DT,"6'2""",74,280,1995-08-26,24.0,3.0,Stanford,94,S.Thomas
2312,Sony Michel,NE,RB,"5'11""",71,215,1995-02-17,25.0,2.0,Georgia,26,S.Michel
2313,Speedy Noil,SEA,WR,"5'11""",71,199,1995-10-14,22.0,1.0,Texas A&M,0,S.Noil
2314,Spencer Pulley,NYG,C,"6'4""",76,308,1993-04-04,27.0,4.0,Vanderbilt,77,S.Pulley
2315,Stacy Keely,MIN,DE,"6'6""",78,220,1995-05-15,25.0,1.0,Alabama-Birmingham,90,S.Keely
2316,Stanford Samuels,GB,CB,"6'2""",74,185,1999-02-23,21.0,0.0,Florida State,34,S.Samuels
2317,Stanley Morgan,CIN,WR,"6'0""",72,205,1996-09-07,23.0,1.0,Nebraska,17,S.Morgan
2318,Stantley Thomas-Oliver III,CAR,CB,"6'0""",72,192,1998-06-04,22.0,0.0,Florida International,23,S.Thomas-OliverIII
2319,Star Lotulelei,BUF,DT,"6'2""",74,315,1989-12-20,30.0,7.0,Utah,98,S.Lotulelei
2320,Stefen Wisniewski,PIT,G,"6'3""",75,305,1989-03-22,31.0,9.0,Penn State,61,S.Wisniewski
2321,Stefon Diggs,BUF,WR,"6'0""",72,191,1993-11-29,26.0,5.0,Maryland,14,S.Diggs
2322,Stephen Anderson,LAC,TE,"6'3""",75,230,1993-01-30,27.0,4.0,California,82,S.Anderson
2323,Stephen Carlson,CLE,TE,"6'4""",76,240,1996-12-12,23.0,1.0,Princeton,89,S.Carlson
2324,Stephen Denmark,CHI,DB,"6'2""",74,217,1996-04-20,24.0,1.0,Valdosta State,37,S.Denmark
2325,Stephen Guidry,DAL,WR,"6'3""",75,201,1997-03-25,23.0,0.0,Mississippi State,17,S.Guidry
2326,Stephen Hauschka,BUF,K,"6'4""",76,210,1985-06-29,35.0,12.0,North Carolina State,4,S.Hauschka
2327,Stephen Sullivan,SEA,TE,"6'5""",77,245,1996-11-28,23.0,0.0,LSU,87,S.Sullivan
2328,Stephen Weatherly,CAR,DE,"6'5""",77,265,1994-03-19,26.0,4.0,Vanderbilt,91,S.Weatherly
2329,Stephon Gilmore,NE,CB,"6'1""",73,202,1990-09-19,29.0,8.0,South Carolina,24,S.Gilmore
2330,Stephon Tuitt,PIT,DE,"6'6""",78,303,1993-05-23,27.0,6.0,Notre Dame,91,S.Tuitt
2331,Sterling Johnson,NYJ,DT,"6'4""",76,285,1997-08-20,23.0,0.0,Coastal Carolina,66,S.Johnson
2332,Sterling Shepard,NYG,WR,"5'10""",70,201,1993-02-10,27.0,4.0,Oklahoma,87,S.Shepard
2333,Steve McLendon,NYJ,NT,"6'3""",75,310,1986-01-03,34.0,11.0,Troy,99,S.McLendon
2334,Steven Gonzalez,ARI,OL,"6'4""",76,332,1997-05-11,23.0,0.0,Penn State,61,S.Gonzalez
2335,Steven Means,ATL,DE,"6'3""",75,263,1990-09-16,29.0,7.0,Buffalo,55,S.Means
2336,Steven Mitchell Jr.,HOU,WR,"5'10""",70,186,1994-05-02,26.0,2.0,USC,11,S.MitchellJr.
2337,Steven Montez,WAS,QB,"6'4""",76,232,1997-01-14,23.0,0.0,Colorado,6,S.Montez
2338,Steven Nelson,PIT,CB,"5'11""",71,194,1993-01-22,27.0,5.0,Oregon State,22,S.Nelson
2339,Steven Parker,MIN,SS,"6'1""",73,210,1995-12-14,24.0,2.0,Oklahoma,37,S.Parker
2340,Steven Sims Jr.,WAS,WR,"5'10""",70,176,1997-03-31,23.0,1.0,Kansas,15,S.SimsJr.
2341,Steven Wirtel,DET,LS,"6'4""",76,235,1997-10-03,22.0,0.0,Iowa State,49,S.Wirtel
2342,Storm Norton,LAC,OT,"6'7""",79,317,1994-05-16,26.0,3.0,Toledo,74,S.Norton
2343,Sua Opeta,PHI,G,"6'4""",76,305,1996-08-15,24.0,1.0,Weber State,78,S.Opeta
2344,T.J. Brunson,NYG,LB,"6'1""",73,229,1997-12-03,22.0,0.0,South Carolina,35,T.Brunson
2345,T.J. Carrie,IND,CB,"6'0""",72,204,1990-07-28,30.0,6.0,Ohio,38,T.Carrie
2346,T.J. Edwards,PHI,ILB,"6'1""",73,242,1996-08-12,24.0,1.0,Wisconsin,57,T.Edwards
2347,T.J. Green,CAR,SS,"6'3""",75,215,1995-03-15,25.0,4.0,Clemson,24,T.Green
2348,T.J. Hockenson,DET,TE,"6'5""",77,247,1997-07-03,23.0,1.0,Iowa,88,T.Hockenson
2349,T.J. Logan,TB,RB,"5'11""",71,195,1994-09-03,25.0,3.0,North Carolina,22,T.Logan
2350,T.J. Smith,LAC,DL,"6'3""",75,293,1997-04-19,23.0,0.0,Arkansas,77,T.Smith
2351,T.J. Watt,PIT,OLB,"6'4""",76,252,1994-10-11,25.0,3.0,Wisconsin,90,T.Watt
2352,T.J. Yeldon,BUF,RB,"6'1""",73,223,1993-10-02,26.0,5.0,Alabama,22,T.Yeldon
2353,T.Y. Hilton,IND,WR,"5'10""",70,183,1989-11-14,30.0,8.0,Florida International,13,T.Hilton
2354,TJ Barnes,CAR,DT,"6'6""",78,364,1990-06-14,29.0,7.0,Georgia Tech,71,T.Barnes
2355,Taco Charlton,KC,DE,"6'6""",78,270,1994-11-07,25.0,3.0,Michigan,94,T.Charlton
2356,Tae Crowder,NYG,LB,"6'1""",73,235,1997-03-12,23.0,0.0,Georgia,37,T.Crowder
2357,Tae Davis,CLE,ILB,"6'1""",73,224,1996-08-14,24.0,2.0,Tennessee-Chattanooga,55,T.Davis
2358,Tae Hayes,MIA,CB,"5'9""",69,188,1997-08-19,23.0,1.0,Appalachian State,22,T.Hayes
2359,Tahir Whitehead,CAR,OLB,"6'1""",73,233,1990-04-02,30.0,8.0,Temple,52,T.Whitehead
2360,Taiwan Jones,BUF,RB,"6'0""",72,195,1988-07-26,32.0,9.0,Eastern Washington,25,T.Jones
2361,Tajaé Sharpe,MIN,WR,"6'2""",74,194,1994-12-23,25.0,4.0,Massachusetts,11,T.Sharpe
2362,Takkarist McKinley,ATL,DE,"6'2""",74,265,1995-11-02,24.0,3.0,UCLA,98,T.McKinley
2363,Tanner Hudson,TB,TE,"6'5""",77,239,1994-11-12,25.0,2.0,Southern Arkansas,88,T.Hudson
2364,Tanner Muse,LV,LB,"6'2""",74,227,1996-09-06,23.0,0.0,Clemson,55,T.Muse
2365,Tanner Vallejo,ARI,ILB,"6'1""",73,230,1994-12-16,25.0,3.0,Boise State,51,T.Vallejo
2366,Tanoh Kpassagnon,KC,DE,"6'7""",79,289,1994-06-14,26.0,3.0,Villanova,92,T.Kpassagnon
2367,Tarell Basham,NYJ,OLB,"6'4""",76,266,1994-03-18,26.0,3.0,Ohio,93,T.Basham
2368,Tarik Cohen,CHI,RB,"5'6""",66,191,1995-07-26,25.0,3.0,North Carolina A&T,29,T.Cohen
2369,Taron Johnson,BUF,CB,"5'11""",71,192,1996-07-27,24.0,2.0,Weber State,24,T.Johnson
2370,Tarvarius Moore,SF,FS,"6'2""",74,200,1996-08-16,24.0,2.0,Southern Mississippi,33,T.Moore
2371,Tashaun Gipson Sr.,CHI,SS,"6'1""",73,212,1990-08-07,30.0,8.0,Wyoming,38,T.GipsonSr.
2372,Tashawn Bower,NE,LB,"6'5""",77,250,1995-02-18,25.0,3.0,LSU,96,T.Bower
2373,Taven Bryan,JAX,DT,"6'5""",77,291,1996-03-11,24.0,2.0,Florida,90,T.Bryan
2374,Tavierre Thomas,CLE,CB,"5'10""",70,205,1996-03-11,24.0,2.0,Ferris State,20,T.Thomas
2375,Tavon Austin,SF,WR,"5'8""",68,179,1990-03-15,30.0,7.0,West Virginia,5,T.Austin
2376,Tavon Wilson,IND,SS,"6'0""",72,208,1990-03-19,30.0,8.0,Illinois,31,T.Wilson
2377,Tavon Young,BAL,CB,"5'9""",69,185,1994-03-14,26.0,4.0,Temple,25,T.Young
2378,Taylor Decker,DET,OT,"6'7""",79,318,1993-08-23,27.0,4.0,Ohio State,68,T.Decker
2379,Taylor Lewan,TEN,OT,"6'7""",79,309,1991-07-22,29.0,6.0,Michigan,77,T.Lewan
2380,Taylor Moton,CAR,OT,"6'5""",77,325,1994-03-18,26.0,3.0,Western Michigan,72,T.Moton
2381,Taylor Rapp,LA,SS,"6'0""",72,208,1997-12-22,22.0,1.0,Washington,24,T.Rapp
2382,Taylor Reynolds,ATL,CB,"5'11""",71,195,1994-02-05,23.0,0.0,James Madison,38,T.Reynolds
2383,Taylor Stallworth,IND,NT,"6'2""",74,305,1995-08-18,25.0,2.0,South Carolina,67,T.Stallworth
2384,Taysom Hill,NO,QB,"6'2""",74,221,1990-08-23,30.0,3.0,Brigham Young,7,T.Hill
2385,Taywan Taylor,CLE,WR,"5'11""",71,205,1995-03-02,25.0,3.0,Western Kentucky,10,T.Taylor
2386,Ted Ginn Jr.,CHI,WR,"5'11""",71,180,1985-04-12,35.0,13.0,Ohio State,19,T.GinnJr.
2387,Ted Karras,MIA,C,"6'4""",76,305,1993-03-15,27.0,4.0,Illinois,67,T.Karras
2388,Teddy Bridgewater,CAR,QB,"6'2""",74,215,1992-11-10,27.0,6.0,Louisville,5,T.Bridgewater
2389,Tedric Thompson,KC,FS,"6'0""",72,204,1995-01-20,25.0,3.0,Colorado,33,T.Thompson
2390,Tee Higgins,CIN,WR,"6'4""",76,216,1999-01-18,21.0,0.0,Clemson,85,T.Higgins
2391,Temarrick Hemingway,CAR,TE,"6'5""",77,245,1993-07-30,27.0,4.0,South Carolina State,84,T.Hemingway
2392,Terence Steele,DAL,OL,"6'6""",78,304,1997-06-04,23.0,0.0,Texas Tech,74,T.Steele
2393,Terez Hall,NE,LB,"6'2""",74,235,1996-11-18,23.0,1.0,Missouri,59,T.Hall
2394,Terrance Mitchell,CLE,CB,"5'11""",71,191,1992-05-17,28.0,6.0,Oregon,39,T.Mitchell
2395,Terrance Parks,ATL,SS,"6'2""",74,218,1990-04-14,28.0,1.0,Florida State,22,T.Parks
2396,Terrell Bonds,BAL,CB,"5'8""",68,182,1996-07-22,24.0,1.0,Tennessee State,38,T.Bonds
2397,Terrell Burgess,LA,S,"5'11""",71,202,1998-11-12,21.0,0.0,Utah,26,T.Burgess
2398,Terrell Edmunds,PIT,SS,"6'1""",73,217,1997-01-20,23.0,2.0,Virginia Tech,34,T.Edmunds
2399,Terrell Lewis,LA,OLB,"6'5""",77,258,1998-08-25,21.0,0.0,Alabama,52,T.Lewis
2400,Terrence Brooks,NE,FS,"5'11""",71,205,1992-03-02,28.0,6.0,Florida State,25,T.Brooks
2401,Terron Armstead,NO,OT,"6'5""",77,304,1991-07-23,29.0,7.0,Arkansas-Pine Bluff,72,T.Armstead
2402,Terry Godwin,JAX,WR,"5'11""",71,174,1996-10-23,23.0,1.0,Georgia,14,T.Godwin
2403,Terry McLaurin,WAS,WR,"6'0""",72,210,1995-09-15,24.0,1.0,Ohio State,17,T.McLaurin
2404,Tevaughn Campbell,LAC,CB,"6'0""",72,200,1993-06-14,27.0,1.0,Regina (Canada),37,T.Campbell
2405,Tevin Coleman,SF,RB,"6'1""",73,210,1993-04-16,27.0,5.0,Indiana,26,T.Coleman
2406,Tevin Jones,DAL,WR,"6'2""",74,225,1992-12-26,27.0,4.0,Memphis,14,T.Jones
2407,Thaddeus Moss,WAS,TE,"6'3""",75,249,1998-05-14,22.0,0.0,LSU,46,T.Moss
2408,Thomas Davis Sr.,WAS,OLB,"6'1""",73,235,1983-03-22,37.0,15.0,Georgia,58,T.DavisSr.
2409,Thomas Hennessy,NYJ,LS,"6'2""",74,246,1994-06-11,26.0,3.0,Duke,42,T.Hennessy
2410,Thomas Ives,CHI,WR,"6'4""",76,218,1996-06-25,24.0,1.0,Colgate,14,T.Ives
2411,Thomas Morstead,NO,P,"6'4""",76,235,1986-03-08,34.0,11.0,Southern Methodist,6,T.Morstead
2412,Thomas Sperbeck,TB,WR,"6'0""",72,181,1994-10-20,24.0,1.0,Boise State,83,T.Sperbeck
2413,Tim Boyle,GB,QB,"6'4""",76,232,1994-10-03,25.0,2.0,Eastern Kentucky,8,T.Boyle
2414,Tim Harris,SF,CB,"6'2""",74,197,1995-07-31,25.0,1.0,Virginia,35,T.Harris
2415,Tim Patrick,DEN,WR,"6'4""",76,212,1993-11-23,26.0,3.0,Utah,81,T.Patrick
2416,Tim Settle,WAS,NT,"6'3""",75,308,1997-07-11,23.0,2.0,Virginia Tech,97,T.Settle
2417,Tim Ward,KC,DE,"6'6""",78,255,1997-08-11,23.0,1.0,Old Dominion,79,T.Ward
2418,Tim Williams,GB,OLB,"6'3""",75,244,1993-11-12,26.0,3.0,Alabama,47,T.Williams
2419,Timon Parris,WAS,OT,"6'6""",78,315,1995-09-11,24.0,2.0,Stony Brook,61,T.Parris
2420,Tipa Galeai,GB,DE,"6'5""",77,235,1997-02-26,23.0,0.0,Utah State,50,T.Galeai
2421,Todd Davis,DEN,ILB,"6'1""",73,230,1992-05-17,28.0,6.0,Sacramento State,51,T.Davis
2422,Todd Gurley II,ATL,RB,"6'1""",73,224,1994-08-03,26.0,5.0,Georgia,21,T.GurleyII
2423,Tom Brady,TB,QB,"6'4""",76,225,1977-08-03,43.0,20.0,Michigan,12,T.Brady
2424,Tom Compton,SF,G,"6'6""",78,315,1989-05-10,31.0,8.0,South Dakota,66,T.Compton
2425,Tom Kennedy,DET,WR,"5'10""",70,194,1996-07-29,24.0,1.0,Bryant,85,T.Kennedy
2426,Tommy Champion,SEA,OT,"6'5""",77,320,1997-03-04,23.0,0.0,Mississippi State,79,T.Champion
2427,Tommy Hudson,TEN,TE,"6'5""",77,255,1997-02-22,23.0,0.0,Arizona State,89,T.Hudson
2428,Tommy Stevens,NO,QB,"6'5""",77,235,1996-12-15,23.0,0.0,Mississippi State,1,T.Stevens
2429,Tommy Sweeney,BUF,TE,"6'5""",77,251,1995-07-01,25.0,1.0,Boston College,89,T.Sweeney
2430,Tommy Townsend,KC,P,"6'1""",73,191,1996-11-12,23.0,0.0,Florida,5,T.Townsend
2431,Tommylee Lewis,CAR,WR,"5'7""",67,168,1992-10-24,27.0,4.0,Northern Illinois,15,T.Lewis
2432,Tony Brooks-James,MIN,RB,"5'9""",69,190,1994-12-06,25.0,1.0,Oregon,35,T.Brooks-James
2433,Tony Brown,NYG,WR,"6'1""",73,195,1997-08-08,23.0,0.0,Colorado,17,T.Brown
2434,Tony Brown,CIN,CB,"6'0""",72,199,1995-07-13,25.0,2.0,Alabama,27,T.Brown
2435,Tony Jones Jr.,NO,RB,"5'11""",71,224,1997-11-24,22.0,0.0,Notre Dame,37,T.JonesJr.
2436,Tony McRae,DET,CB,"5'10""",70,185,1993-05-03,27.0,4.0,North Carolina A&T,34,T.McRae
2437,Tony Pollard,DAL,RB,"6'0""",72,209,1997-04-30,23.0,1.0,Memphis,20,T.Pollard
2438,Torry McTyer,CIN,CB,"5'11""",71,188,1995-04-10,25.0,3.0,UNLV,20,T.McTyer
2439,Trace McSorley,BAL,QB,"6'0""",72,202,1995-08-23,25.0,1.0,Penn State,7,T.McSorley
2440,Tracy Walker,DET,FS,"6'1""",73,210,1995-02-01,25.0,2.0,Louisiana-Lafayette,21,T.Walker
2441,Trae Waynes,CIN,CB,"6'0""",72,190,1992-07-25,28.0,5.0,Michigan State,26,T.Waynes
2442,Trai Turner,LAC,G,"6'3""",75,315,1993-06-14,27.0,6.0,LSU,70,T.Turner
2443,Trajan Bandy,PIT,CB,"5'9""",69,186,1999-06-04,21.0,0.0,Miami (FL),38,T.Bandy
2444,Travin Howard,LA,ILB,"6'1""",73,219,1996-05-10,24.0,2.0,TCU,48,T.Howard
2445,Travis Benjamin,SF,WR,"5'10""",70,175,1989-12-29,30.0,8.0,Miami (FL),17,T.Benjamin
2446,Travis Bruffy,GB,OL,"6'6""",78,305,1998-05-26,22.0,0.0,Texas Tech,78,T.Bruffy
2447,Travis Fulgham,GB,WR,"6'2""",74,215,1995-09-13,24.0,1.0,Old Dominion,14,T.Fulgham
2448,Travis Homer,SEA,RB,"5'10""",70,202,1998-08-07,22.0,1.0,Miami (FL),25,T.Homer
2449,Travis Jonsen,TB,WR,"6'4""",76,211,1996-10-16,23.0,0.0,Montana State,19,T.Jonsen
2450,Travis Kelce,KC,TE,"6'5""",77,260,1989-10-05,30.0,7.0,Cincinnati,87,T.Kelce
2451,Travis Reed,IND,CB,"6'2""",74,185,1997-02-14,23.0,0.0,South Alabama,48,T.Reed
2452,Trayveon Williams,CIN,RB,"5'8""",68,206,1997-10-18,22.0,1.0,Texas A&M,32,T.Williams
2453,Trayvon Henderson,CIN,FS,"6'0""",72,205,1995-08-15,25.0,2.0,Hawaii,41,T.Henderson
2454,Trayvon Mullen,LV,CB,"6'2""",74,200,1997-09-20,22.0,1.0,Clemson,27,T.Mullen
2455,Tre Boston,CAR,FS,"6'1""",73,205,1992-06-25,28.0,6.0,North Carolina,33,T.Boston
2456,Tre Flowers,SEA,CB,"6'3""",75,203,1995-06-02,25.0,2.0,Oklahoma State,21,T.Flowers
2457,Tre Herndon,JAX,CB,"5'11""",71,185,1996-03-05,24.0,2.0,Vanderbilt,37,T.Herndon
2458,Tre Roberson,CHI,DB,"6'0""",72,200,1992-10-22,27.0,4.0,Illinois State,31,T.Roberson
2459,Tre'Davious White,BUF,CB,"5'11""",71,192,1995-01-16,25.0,3.0,LSU,27,T.White
2460,Tre'Quan Smith,NO,WR,"6'2""",74,210,1996-01-07,24.0,2.0,Central Florida,10,T.Smith
2461,Tre'Vour Wallace-Simms,JAX,OL,"6'5""",77,330,1997-09-25,22.0,0.0,Missouri,77,T.Wallace-Simms
2462,Tremaine Edmunds,BUF,ILB,"6'5""",77,250,1998-05-02,22.0,2.0,Virginia Tech,49,T.Edmunds
2463,Tremayne Anchrum,LA,G,"6'2""",74,314,1998-06-24,22.0,0.0,Clemson,72,T.Anchrum
2464,Trent Brown,LV,OT,"6'8""",80,380,1993-04-13,27.0,5.0,Florida,77,T.Brown
2465,Trent Murphy,BUF,DE,"6'6""",78,260,1990-12-22,29.0,6.0,Stanford,93,T.Murphy
2466,Trent Scott,LAC,OT,"6'5""",77,320,1994-01-25,26.0,2.0,Grambling State,78,T.Scott
2467,Trent Sherfield,ARI,WR,"6'1""",73,219,1996-02-26,24.0,2.0,Vanderbilt,16,T.Sherfield
2468,Trent Sieg,LV,LS,"6'3""",75,240,1995-05-19,25.0,2.0,Colorado State,47,T.Sieg
2469,Trent Taylor,SF,WR,"5'8""",68,180,1994-04-30,26.0,3.0,Louisiana Tech,15,T.Taylor
2470,Trent Williams,SF,OT,"6'5""",77,320,1988-07-19,32.0,10.0,Oklahoma,71,T.Williams
2471,Trenton Cannon,CAR,RB,"5'11""",71,185,1994-07-23,26.0,2.0,Virginia State,25,T.Cannon
